-28.683783,53.07527
-26.184343,48.360695
-29.264317,46.99573
-38.90863,52.03929
-29.629547,51.068428
-29.408941,44.184525
-42.39583,39.906788
-43.650036,38.065746
-33.09193,53.878056
-34.84528,52.0359
-29.269325,49.40736
-38.75357,54.616333
-36.729965,51.598114
-37.1454,48.943645
-32.77288,50.864933
-39.953564,41.26541
-38.825687,42.8244
-39.038273,40.239456
-36.788002,43.70265
-29.669727,42.644573
-38.3888,38.200745
-6.5120125,10.407877
-8.392459,8.628071
-5.3750067,6.5667253
-4.001987,4.6750035
-11.885869,22.704636
-41.175163,44.868042
-6.9633074,6.101709
-8.849497,24.331581
-13.7289505,21.66739
22.17301,-2.8035963
-9.680785,26.682592
9.733237,-17.618896
10.033973,26.348604
10.00092,-4.9543724
0.21981408,-6.96444
-5.891834,21.60298
-2.2234387,23.723116
-7.867832,23.352722
2.6277418,-13.681416
-6.545543,25.874636
-1.1995555,22.762331
-5.0992846,-14.673698
23.367714,-2.3425663
3.0157533,-18.52094
-1.9234278,20.777872
-2.2179513,7.8281302
-3.0880184,-9.029295
17.18797,-6.688722
9.009425,27.170912
-11.683391,-0.56673145
-9.621155,1.4759961
9.78542,30.070948
-4.1767507,25.650618
-3.3604064,30.053205
5.781826,-22.241753
17.124163,-29.737755
14.241784,-18.239107
10.011559,20.651596
1.0486559,12.51238
16.752144,-5.143297
7.252606,28.268635
-8.62473,-18.613327
3.1017165,11.652045
8.524493,19.47461
28.468216,11.034028
12.275808,-18.227325
15.705754,-18.98011
1.5312992,-24.115545
-10.693265,-17.458887
-5.0740666,-16.891445
-9.316876,3.5919693
16.981714,-16.439089
-7.40773,-27.233728
-7.939299,-25.127405
0.72454166,-14.89522
-0.86669415,-9.154841
13.200315,-1.5443236
6.148594,18.520182
4.640063,9.634743
1.664493,-17.227228
11.80392,-4.547651
-16.0847,-0.7833569
1.462382,22.519123
22.295511,-22.465567
13.745375,-4.994977
3.36275,-21.955564
6.2976065,7.980651
6.389517,15.309677
-6.2385035,-22.046162
20.672121,-22.768154
2.216032,25.677502
18.185598,-31.941774
7.1086884,14.190661
17.42725,-22.140303
-1.7242635,-23.005142
5.857436,-17.503576
-6.866786,-20.64939
38.879944,-39.847553
-11.614101,4.7781405
28.984198,10.013371
28.164093,-28.611721
7.8929324,-4.6576633
16.884888,-39.058144
13.691303,0.7027232
25.218142,-44.59272
-0.82081044,-27.028847
-0.8704166,-24.67834
37.68234,-40.16801
-10.242744,-26.812843
28.36421,-48.179096
8.370822,-42.40254
30.716274,-31.620014
23.88308,-43.10502
15.024312,-35.201675
-14.432215,-0.8182559
9.842023,-36.464645
25.951082,-35.329357
9.03511,-44.554714
17.651146,-37.619602
25.5768,-52.10913
6.3655977,-40.151394
28.177294,-33.198772
-2.9470763,32.287167
30.075294,-49.537586
13.485995,-35.379505
7.737235,-40.751907
19.941069,-33.955475
28.562449,-31.694296
26.14026,-50.351196
24.741127,-54.119682
26.350079,-46.740776
29.526037,-37.587517
30.198288,-40.72884
26.060844,-39.164948
27.54816,-38.797184
21.813183,-38.385437
24.385452,-38.257748
