30.896296,36.013283
28.112764,36.846783
28.079561,37.390182
28.483152,36.104023
30.078207,37.644009
30.230135,37.064312
30.529482,36.426830
30.500898,36.458862
30.203257,37.220886
28.513992,36.022072
30.426525,38.060474
27.533278,36.761059
28.038361,37.194805
27.628958,36.836613
26.572416,36.281151
27.820917,36.992489
26.850872,36.362823
30.257521,38.015175
30.132807,37.979805
27.515062,36.747021
27.595148,36.611530
32.145077,38.006863
29.942099,37.959652
30.322226,37.926292
30.516502,37.942970
31.299603,37.999794
29.793087,38.067013
30.257259,37.921524
29.988113,37.940132
25.516333,37.300919
26.091932,37.416027
25.335293,37.241867
27.802698,37.497593
27.143351,37.503845
27.049467,37.501793
25.286831,37.220177
29.510653,38.208595
27.841549,37.495579
27.972067,37.483631
29.818903,38.210472
27.830080,37.453934
29.926743,38.268333
29.959396,38.283276
26.977802,36.703690
29.754007,38.127579
29.783396,38.183815
30.820583,38.562866
29.907980,38.259377
28.111603,36.690338
30.158140,37.358120
30.183069,37.261139
28.475586,34.221874
28.045464,37.069847
30.998306,35.847343
30.443678,36.677135
30.159372,37.353626
28.254921,36.152477
30.110878,37.508545
30.738724,36.251312
28.050907,37.192936
29.766449,38.091545
30.820801,36.120869
30.067892,37.626270
28.052832,37.227604
28.328703,36.144978
29.802366,38.038239
31.060162,34.876858
29.780752,38.068172
28.444153,39.206493
28.312353,38.600513
28.396461,38.358227
28.904350,38.316406
28.475599,38.259167
29.628576,38.177315
29.807264,38.134197
30.394125,38.190937
28.014154,37.369026
29.782732,38.130543
30.074202,38.166679
29.746813,38.121983
29.958000,38.152847
27.533056,38.274799
28.195881,37.809715
29.230871,38.308235
26.577536,37.797012
29.521976,39.636494
28.115297,37.564438
28.497066,38.351357
28.588654,38.458454
29.647726,39.852318
28.305487,38.036900
