Pop growth,Pop growth 2004,Price index,Carbon Dioxide 2003,Export 1990,Export 2004,Elec 2003,GDP,GDP PPP,GDP pc,GDP pc growth rate,Fem Econo Rate,Fem Econo 1990,Fem Econo 2004,Health Exp,Babies,Internet 1990,Import 1990,Import 2004,Tertiary female ratio,Babies immunized,Manufactured Exp 2004,Foreign invest 2004,Military 2004,Public Health 2003,Private Health 2003,Primary export 2004,Public Health,Refugees asylum,Refugees origin,Armed forces,Parliament Women,Female Male income,House women 2006,Pop 1975,Pop 2004,Pop 2015,Tuberculosis detected,Tuberculosis cured 2004,Trad fuel,ODA pc donnor 2004,ODA to least dev 1990,ODA to least dev 2004,ODA received,ODA received pc
2.1,1.4,16.6,1.0,16.0,21.0,868.0,68.6,156.5,2490.0,2.1,58.2,124.0,71.0,233.0,11.0,0.0,14.0,18.0,1.03,89.0,20.0,2.6,1.2,2.1,2.3,80.0,2.1,1.0,5.0,80.0,29.0,0.41,29.0,15.2,27.6,32.2,83.0,89.0,27562.0,0.0,0.0,0.0,487.4,17.7
2.2,1.4,36.0,1.8,33.0,27.0,950.0,30.3,51.7,2322.0,0.2,58.9,181.0,72.0,220.0,16.0,0.0,32.0,29.0,1.35,99.0,9.0,3.8,2.4,2.0,3.1,91.0,2.0,10.0,1.0,47.0,16.0,0.55,16.0,6.9,13.0,15.1,43.0,84.0,13040.0,0.0,0.0,0.0,160.5,12.3
2.3,1.6,6.7,1.0,28.0,52.0,655.0,84.6,376.6,1036.0,0.9,53.8,114.0,65.0,174.0,20.0,0.0,33.0,51.0,1.28,80.0,55.0,0.6,0.9,1.4,1.8,10.0,1.4,0.0,0.0,106.0,15.8,0.6,15.7,42.0,81.6,96.8,73.0,88.0,81617.0,0.0,0.0,0.0,462.8,5.7
3.6,2.0,2.8,3.2,62.0,48.0,1524.0,11.5,25.5,2117.0,0.5,27.0,153.0,35.0,440.0,10.0,0.0,93.0,80.0,1.1,99.0,72.0,5.4,8.2,4.2,5.2,28.0,4.2,1.0,2.0,101.0,7.9,0.3,5.5,1.9,5.6,7.0,79.0,87.0,5561.0,0.0,0.0,0.0,581.4,104.5
2.0,1.0,3.8,2.1,44.0,45.0,1200.0,28.2,77.2,2838.0,3.2,27.9,134.0,37.0,409.0,7.0,0.0,51.0,48.0,1.36,95.0,78.0,2.1,1.5,2.5,2.9,22.0,2.8,0.0,3.0,35.0,19.3,0.28,22.8,5.7,10.0,11.1,96.0,91.0,9995.0,0.0,0.0,0.0,327.7,32.8
1.3,0.6,3.1,1.3,62.0,35.0,627.0,2.6,5.1,3125.0,1.4,51.4,105.0,63.0,220.0,10.0,0.0,67.0,43.0,1.2,62.0,45.0,-0.4,1.2,2.3,1.4,55.0,2.3,73.0,1.0,4.0,11.7,0.48,11.3,0.6,0.8,0.9,58.0,86.0,841.0,0.0,0.0,0.0,63.9,76.0
2.8,2.1,11.5,0.7,33.0,36.0,1113.0,7.3,29.0,1220.0,-0.8,64.2,124.0,76.0,301.0,9.0,0.0,39.0,37.0,1.37,89.0,13.0,1.3,0.7,2.3,5.0,87.0,2.3,0.0,0.0,10.0,9.6,0.41,10.0,2.7,6.0,7.6,21.0,85.0,6017.0,0.0,0.0,0.0,0.3,47.7
1.9,1.2,68.4,3.1,13.0,29.0,1979.0,302.8,556.1,4221.0,1.6,27.8,81.0,36.0,528.0,16.0,0.0,18.0,35.0,0.73,81.0,85.0,0.9,3.1,5.4,2.2,15.0,5.4,2.0,170.0,515.0,4.4,0.35,4.4,41.2,72.2,82.6,3.0,93.0,72220.0,0.0,0.0,0.0,257.0,3.6
1.3,0.7,9.5,0.5,29.0,36.0,407.0,20.1,85.2,1033.0,3.8,35.0,78.0,45.0,121.0,22.0,0.0,38.0,45.0,0.81,96.0,74.0,1.2,2.8,1.6,1.9,26.0,1.6,0.0,108.0,111.0,4.9,0.42,4.9,14.0,20.6,22.3,70.0,81.0,20570.0,0.0,0.0,0.0,519.1,25.2
1.9,1.3,9.8,2.5,34.0,50.0,1532.0,18.7,65.3,2130.0,4.2,45.5,125.0,55.0,335.0,11.0,0.0,44.0,49.0,1.64,79.0,34.0,3.5,0.5,2.3,4.7,66.0,2.3,73.0,0.0,25.0,15.4,0.42,17.3,5.1,8.8,10.1,71.0,81.0,8768.0,0.0,0.0,0.0,86.9,9.9
2.3,1.8,1.7,3.0,62.0,52.0,708.0,1.1,1.9,3870.0,2.6,42.4,133.0,52.0,309.0,6.0,0.0,60.0,65.0,2.47,95.0,13.0,11.7,2.1,2.2,2.3,86.0,2.2,1.0,0.0,1.0,11.9,0.39,6.7,0.1,0.3,0.3,60.0,89.0,264.0,0.0,0.0,0.0,7.4,27.9
2.5,1.4,22.0,5.6,22.0,32.0,2304.0,163.4,504.2,2439.0,2.3,37.2,173.0,50.0,498.0,7.0,0.0,24.0,30.0,1.1,96.0,9.0,0.3,4.5,3.1,3.4,91.0,3.1,716.0,99.0,545.0,4.1,0.38,4.1,33.3,68.8,79.9,58.0,84.0,68803.0,0.0,0.0,0.0,189.4,2.8
-0.3,-0.7,13.9,0.8,40.0,31.0,1566.0,5.2,12.8,1151.0,-1.0,51.1,74.0,67.0,174.0,6.0,0.0,46.0,47.0,1.03,86.0,37.0,9.6,1.4,1.0,3.0,63.0,1.0,2.0,7.0,11.0,9.4,0.37,9.4,4.9,4.5,4.2,79.0,66.0,4518.0,0.0,0.0,0.0,315.4,69.8
1.3,0.8,76.8,3.5,44.0,50.0,2815.0,8.5,34.5,1026.0,5.5,59.6,94.0,81.0,140.0,11.0,0.0,39.0,74.0,0.87,98.0,10.0,41.7,1.8,0.9,2.7,89.0,0.9,3.0,234.0,67.0,12.3,0.64,12.3,5.7,8.4,9.1,47.0,70.0,8355.0,0.0,0.0,0.0,175.6,21.0
1.7,1.5,6.2,1.0,19.0,27.0,663.0,15.8,34.1,2340.0,1.8,46.7,92.0,61.0,378.0,13.0,0.0,31.0,44.0,1.22,93.0,60.0,2.9,0.7,3.7,4.4,40.0,3.7,0.0,4.0,16.0,16.7,0.43,16.7,4.1,6.8,8.0,57.0,88.0,6762.0,0.0,0.0,0.0,211.5,31.3
2.4,1.5,11.6,5.1,23.0,40.0,929.0,84.6,213.7,2616.0,0.9,34.8,154.0,44.0,186.0,7.0,0.0,25.0,26.0,1.09,81.0,2.0,1.0,3.4,3.3,0.8,98.0,3.3,94.0,12.0,138.0,5.3,0.33,6.2,16.0,32.4,38.1,106.0,90.0,32358.0,0.0,0.0,0.0,312.6,9.7
0.1,-0.1,5.6,2.2,63.0,96.0,1172.0,0.8,3.3,1047.0,1.5,43.3,119.0,53.0,283.0,12.0,0.0,80.0,106.0,1.94,88.0,30.0,3.8,2.1,4.0,0.8,70.0,4.0,73.0,0.0,1.0,30.8,0.41,30.8,0.7,0.8,0.7,27.0,57.0,750.0,0.0,0.0,0.0,144.6,192.7
0.9,0.4,17.3,4.1,48.0,41.0,2696.0,8.9,11.0,3352.0,-0.1,54.8,84.0,73.0,216.0,9.0,0.0,52.0,58.0,2.29,80.0,65.0,6.8,0.7,2.7,2.6,35.0,2.7,73.0,0.0,3.0,13.6,0.57,11.7,2.0,2.6,2.7,79.0,53.0,2639.0,0.0,0.0,0.0,75.4,28.6
2.0,2.2,4.2,0.3,13.0,31.0,100.0,0.9,2.8,1915.0,3.5,34.1,82.0,44.0,185.0,13.0,0.0,44.0,64.0,1.09,69.0,88.0,2.2,0.7,3.4,1.2,66.0,3.4,73.0,0.0,1.0,15.3,0.35,15.3,0.3,0.5,0.6,54.0,76.0,495.0,0.0,0.0,0.0,139.8,282.4
3.1,2.3,4.9,2.7,28.0,35.0,1683.0,24.0,67.1,1293.0,1.5,38.0,133.0,44.0,116.0,6.0,0.0,28.0,34.0,0.81,98.0,11.0,1.1,6.6,2.5,2.6,87.0,2.5,26.0,16.0,308.0,12.0,0.33,12.0,7.5,18.6,23.8,46.0,88.0,18582.0,0.0,0.0,0.0,110.2,5.9
1.7,1.0,13.5,1.4,25.0,31.0,498.0,257.6,785.2,1184.0,1.8,50.7,101.0,60.0,113.0,9.0,0.0,24.0,27.0,0.79,72.0,56.0,0.4,1.1,1.1,2.0,44.0,1.1,0.0,34.0,302.0,11.3,0.45,11.3,134.4,220.1,246.8,53.0,87.0,220077.0,0.0,0.0,0.0,84.1,0.4
1.9,1.2,3.0,0.9,36.0,66.0,503.0,45.2,225.5,550.0,5.5,72.4,98.0,93.0,164.0,9.0,0.0,45.0,74.0,0.77,97.0,53.0,3.6,2.1,1.5,3.9,46.0,1.5,2.0,357.0,455.0,27.3,0.71,27.3,48.0,83.1,95.0,89.0,92.0,83123.0,0.0,0.0,0.0,1830.3,22.0
1.6,1.1,14.7,1.0,29.0,43.0,2417.0,2.2,9.9,433.0,-1.3,55.1,94.0,74.0,161.0,7.0,0.0,50.0,53.0,1.19,99.0,43.0,3.5,2.9,2.2,3.1,57.0,2.2,3.0,3.0,13.0,0.0,0.58,0.0,3.3,5.2,5.9,62.0,85.0,5204.0,0.0,0.0,0.0,258.2,49.6
2.1,1.8,6.8,2.0,20.0,29.0,1340.0,78.8,305.9,1085.0,2.5,20.1,76.0,28.0,235.0,12.0,0.0,33.0,29.0,0.81,97.0,31.0,1.6,2.8,2.5,3.3,64.0,2.2,89.0,6.0,469.0,3.8,0.23,2.0,39.3,72.6,88.2,61.0,80.0,72642.0,0.0,0.0,0.0,1457.7,20.1
2.5,1.9,20.4,0.7,25.0,26.0,492.0,4.6,19.5,847.0,0.1,35.5,100.0,41.0,208.0,12.0,0.0,46.0,54.0,1.11,84.0,11.0,5.5,0.7,3.7,4.0,89.0,3.7,0.0,1.0,14.0,20.7,0.32,20.7,2.6,5.4,6.6,87.0,84.0,5376.0,0.0,0.0,0.0,1232.4,229.2
0.3,-0.2,17.0,1.7,48.0,51.0,1900.0,2.6,7.3,615.0,-5.3,56.6,92.0,81.0,177.0,5.0,0.0,51.0,82.0,1.36,96.0,36.0,3.1,0.4,3.9,3.3,64.0,3.9,0.0,12.0,7.0,21.8,0.63,21.8,3.8,4.2,4.1,59.0,65.0,4218.0,0.0,0.0,0.0,117.9,28.0
2.2,1.7,6.6,0.9,23.0,31.0,481.0,8.8,24.5,974.0,1.2,62.1,128.0,74.0,176.0,9.0,0.0,24.0,26.0,0.81,64.0,14.0,1.3,2.0,4.3,2.4,86.0,4.3,1.0,0.0,33.0,14.6,0.57,16.9,4.8,9.0,10.9,71.0,81.0,9009.0,0.0,0.0,0.0,766.6,85.1
2.0,1.2,26.3,3.1,24.0,75.0,1273.0,1.6,5.2,641.0,2.4,53.9,97.0,66.0,140.0,8.0,0.0,53.0,87.0,1.64,96.0,38.0,5.8,2.0,4.3,2.4,62.0,4.3,0.0,1.0,9.0,6.6,0.51,6.6,1.4,2.6,3.0,80.0,88.0,2614.0,0.0,0.0,0.0,261.9,100.2
2.9,2.0,15.7,0.9,36.0,37.0,694.0,7.4,20.3,1046.0,0.2,52.2,156.0,59.0,184.0,14.0,0.0,40.0,54.0,1.46,92.0,27.0,4.0,0.7,4.0,3.1,73.0,4.0,0.0,1.0,12.0,23.4,0.45,23.4,3.0,7.0,8.8,83.0,87.0,7048.0,0.0,0.0,0.0,641.7,91.0
2.4,2.3,8.8,0.9,21.0,18.0,501.0,27.5,53.0,2233.0,1.3,33.7,115.0,41.0,235.0,13.0,0.0,25.0,32.0,0.72,75.0,42.0,0.6,0.4,2.1,3.3,58.0,2.1,0.0,3.0,29.0,8.2,0.32,8.2,6.2,12.3,15.9,56.0,91.0,12295.0,0.0,0.0,0.0,218.4,17.8
2.1,0.1,7.7,7.8,24.0,27.0,4595.0,212.8,509.3,4675.0,0.6,46.4,85.0,59.0,669.0,15.0,0.0,19.0,27.0,1.17,81.0,58.0,0.3,1.4,3.2,5.2,42.0,3.2,30.0,0.0,56.0,32.8,0.45,32.8,25.9,47.2,47.9,83.0,67.0,47208.0,0.0,0.0,0.0,617.3,13.1
2.0,1.4,2.9,1.2,26.0,33.0,649.0,50.0,128.5,1678.0,1.1,26.7,109.0,33.0,218.0,11.0,0.0,32.0,39.0,0.87,95.0,69.0,1.5,4.5,1.7,3.4,31.0,1.7,0.0,3.0,201.0,6.4,0.25,10.8,17.3,31.0,36.2,80.0,86.0,31020.0,0.0,0.0,0.0,705.9,22.8
2.8,1.5,3.3,0.9,46.0,61.0,1229.0,7.2,9.0,5306.0,-0.1,61.5,99.0,75.0,255.0,14.0,0.0,31.0,40.0,0.53,55.0,7.0,4.5,1.7,2.9,1.5,93.0,2.9,9.0,0.0,5.0,11.9,0.57,9.2,0.6,1.4,1.6,81.0,34.0,1362.0,0.0,0.0,0.0,37.8,27.7
2.8,1.0,20.3,1.2,52.0,46.0,697.0,5.7,14.9,2843.0,1.3,47.0,96.0,74.0,359.0,14.0,0.0,67.0,45.0,1.14,70.0,41.0,3.4,3.1,4.5,1.9,58.0,4.7,5.0,1.0,9.0,26.9,0.57,26.9,0.9,2.0,2.2,88.0,63.0,2009.0,0.0,0.0,0.0,179.1,89.1
1.9,1.3,7.5,1.2,7.0,19.0,594.0,691.2,3389.7,640.0,4.0,34.0,94.0,41.0,82.0,30.0,0.0,9.0,23.0,0.66,56.0,73.0,0.8,3.0,1.2,3.6,26.0,1.2,139.0,16.0,1325.0,9.2,0.31,8.3,620.7,1087.1,1260.4,57.0,86.0,1087124.0,0.0,0.0,0.0,691.2,0.6
2.3,1.9,4.0,1.2,6.0,65.0,9.0,4.9,33.4,354.0,5.0,74.4,96.0,93.0,188.0,11.0,0.0,13.0,76.0,0.45,80.0,97.0,2.7,2.2,2.1,8.8,3.0,2.1,0.0,18.0,124.0,11.4,0.74,9.8,7.1,13.8,17.1,61.0,93.0,13798.0,0.0,0.0,0.0,478.3,34.7
2.4,-0.4,9.4,2.3,55.0,40.0,697.0,9.0,17.6,5073.0,4.2,45.7,80.0,67.0,375.0,10.0,0.0,50.0,32.0,0.85,90.0,34.0,0.5,3.8,3.3,2.3,66.0,3.3,3.0,0.0,9.0,11.1,0.36,11.1,0.9,1.8,1.7,67.0,77.0,1769.0,0.0,0.0,0.0,39.0,22.1
2.2,2.1,29.0,0.2,12.0,29.0,135.0,2.5,11.3,423.0,4.2,54.0,101.0,67.0,56.0,14.0,0.0,25.0,42.0,0.63,36.0,34.0,0.7,2.1,1.2,2.0,66.0,1.2,0.0,24.0,29.0,22.9,0.52,22.9,3.0,5.8,7.3,55.0,79.0,5792.0,0.0,0.0,0.0,269.6,46.5
2.8,2.0,7.7,0.8,16.0,16.0,493.0,96.1,338.4,632.0,1.6,32.0,115.0,38.0,48.0,19.0,0.0,23.0,15.0,0.8,67.0,85.0,1.2,3.4,0.7,1.7,15.0,0.7,1085.0,30.0,619.0,20.4,0.29,21.3,68.3,154.8,193.4,27.0,75.0,154794.0,0.0,0.0,0.0,1421.0,9.2
2.6,1.9,26.3,0.4,17.0,35.0,285.0,8.9,48.5,409.0,1.9,70.5,92.0,94.0,98.0,11.0,0.0,26.0,54.0,0.48,83.0,14.0,1.6,0.8,1.4,3.1,85.0,1.4,54.0,18.0,7.0,10.9,0.71,10.9,10.2,21.7,26.6,37.0,66.0,21664.0,0.0,0.0,0.0,1357.6,62.7
2.2,1.7,4.9,0.3,6.0,15.0,145.0,56.6,260.4,406.0,2.5,52.9,84.0,61.0,68.0,30.0,0.0,14.0,21.0,0.5,77.0,90.0,0.8,1.2,1.1,2.3,10.0,1.1,21.0,7.0,126.0,14.8,0.46,14.8,73.2,139.2,168.2,44.0,85.0,139215.0,0.0,0.0,0.0,1404.1,10.1
2.3,1.9,7.0,0.1,11.0,17.0,91.0,6.7,39.6,252.0,2.1,49.7,103.0,63.0,64.0,21.0,0.0,22.0,31.0,0.41,73.0,74.0,0.0,1.7,1.5,3.8,26.0,1.5,126.0,2.0,69.0,6.7,0.5,5.9,13.5,26.6,32.7,67.0,87.0,26591.0,0.0,0.0,0.0,427.3,16.1
2.4,1.8,10.3,0.4,41.0,71.0,251.0,3.9,14.7,677.0,0.5,71.8,100.0,97.0,132.0,11.0,0.0,49.0,60.0,0.56,44.0,6.0,0.7,0.6,3.0,0.4,94.0,3.0,10.0,0.0,3.0,0.9,0.73,0.9,2.9,5.8,7.0,19.0,58.0,5772.0,0.0,0.0,0.0,266.3,46.1
2.5,2.0,46.1,0.3,28.0,18.0,101.0,21.1,69.2,594.0,3.4,23.7,86.0,33.0,54.0,31.0,0.0,35.0,21.0,0.92,59.0,2.0,7.2,0.0,1.9,2.4,98.0,1.9,147.0,693.0,105.0,13.6,0.25,14.7,17.1,35.5,44.0,35.0,82.0,35523.0,0.0,0.0,0.0,882.3,24.8
3.3,3.7,7.4,0.1,7.0,14.0,59.0,6.8,41.1,245.0,3.5,79.7,99.0,92.0,75.0,12.0,0.0,19.0,28.0,0.62,91.0,15.0,3.3,2.3,2.2,5.1,85.0,2.2,257.0,34.0,45.0,28.8,0.7,28.8,10.8,27.8,41.9,43.0,68.0,27821.0,0.0,0.0,0.0,1159.0,41.7
3.1,2.5,6.1,0.4,33.0,34.0,91.0,2.1,9.2,344.0,1.2,50.5,94.0,56.0,62.0,15.0,0.0,45.0,47.0,0.2,70.0,47.0,2.9,1.6,1.4,4.2,53.0,1.4,9.0,51.0,9.0,8.6,0.43,8.6,2.4,6.0,7.8,17.0,64.0,5988.0,0.0,0.0,0.0,61.4,10.3
2.5,0.6,36.1,0.9,23.0,36.0,998.0,4.7,26.7,363.0,-1.9,64.2,92.0,77.0,132.0,11.0,0.0,23.0,44.0,0.62,80.0,28.0,3.4,2.1,2.8,5.1,72.0,2.8,14.0,11.0,29.0,20.8,0.58,16.0,6.2,12.9,13.8,42.0,66.0,12936.0,0.0,0.0,0.0,186.5,14.4
2.9,2.5,15.1,0.1,17.0,32.0,50.0,4.4,15.5,241.0,-1.1,78.9,100.0,92.0,24.0,14.0,0.0,28.0,48.0,0.89,59.0,22.0,1.0,2.1,1.7,1.0,76.0,1.7,0.0,0.0,14.0,8.4,0.7,6.9,7.9,18.1,23.8,74.0,71.0,18113.0,0.0,0.0,0.0,1235.8,68.2
2.6,1.6,5.5,0.2,20.0,26.0,226.0,14.4,34.9,897.0,0.5,51.8,93.0,64.0,64.0,11.0,0.0,17.0,26.0,0.63,64.0,5.0,3.4,1.4,1.2,3.0,95.0,1.2,52.0,9.0,23.0,8.9,0.49,8.9,7.6,16.0,19.0,91.0,76.0,16038.0,0.0,0.0,0.0,761.5,47.5
2.3,-0.4,9.2,0.9,75.0,84.0,697.0,2.4,6.3,2140.0,2.1,31.5,83.0,43.0,324.0,9.0,0.0,87.0,92.0,1.08,70.0,76.0,2.9,2.1,3.3,2.5,23.0,3.3,1.0,0.0,100.0,16.8,0.29,10.8,0.5,1.0,1.0,38.0,42.0,1034.0,0.0,0.0,0.0,116.5,112.7
3.7,3.1,20.8,0.9,14.0,25.0,212.0,12.8,17.9,631.0,1.7,29.4,107.0,39.0,89.0,32.0,0.0,20.0,34.0,0.38,76.0,3.0,1.1,6.3,2.2,3.3,97.0,2.2,82.0,1.0,67.0,0.7,0.3,0.3,7.0,20.3,28.5,40.0,82.0,20329.0,0.0,0.0,0.0,251.9,12.4
3.1,2.5,12.0,0.3,26.0,26.0,154.0,16.1,38.1,481.0,-0.6,69.3,93.0,78.0,65.0,11.0,0.0,31.0,32.0,0.61,73.0,21.0,0.3,1.6,1.7,2.6,79.0,1.7,251.0,5.0,24.0,7.3,0.83,7.3,13.5,33.5,44.2,46.0,80.0,33467.0,0.0,0.0,0.0,635.1,19.0
3.4,2.2,4.8,0.2,60.0,42.0,101.0,0.4,2.9,281.0,0.2,59.3,95.0,69.0,96.0,17.0,0.0,72.0,52.0,0.26,90.0,27.0,14.5,0.4,3.2,4.9,73.0,3.2,7.0,2.0,1.0,13.2,0.53,13.2,0.6,1.5,1.9,66.0,75.0,1478.0,0.0,0.0,0.0,62.8,42.5
2.7,2.2,3.9,0.4,25.0,28.0,192.0,7.8,19.5,683.0,0.9,56.5,92.0,68.0,58.0,18.0,0.0,30.0,40.0,0.81,57.0,39.0,0.9,1.4,2.1,3.0,61.0,2.1,21.0,9.0,14.0,19.2,0.53,19.2,5.3,11.4,14.5,52.0,70.0,11386.0,0.0,0.0,0.0,1051.5,92.4
2.4,2.2,11.7,0.1,6.0,10.0,39.0,1.8,11.2,208.0,-0.1,80.4,94.0,95.0,32.0,9.0,0.0,14.0,27.0,0.62,84.0,10.0,0.4,2.2,1.6,2.1,90.0,1.6,45.0,100.0,51.0,45.3,0.74,48.8,4.4,8.9,11.3,29.0,67.0,8882.0,0.0,0.0,0.0,467.5,52.6
2.7,2.0,24.5,0.4,43.0,55.0,162.0,72.1,148.6,560.0,0.8,45.6,95.0,54.0,51.0,14.0,0.0,29.0,37.0,0.55,35.0,2.0,2.6,1.0,1.3,3.7,98.0,1.3,9.0,22.0,79.0,5.8,0.41,6.4,58.9,128.7,160.9,21.0,59.0,128709.0,0.0,0.0,0.0,573.4,4.5
2.7,2.3,20.3,0.1,31.0,21.0,89.0,3.9,20.1,421.0,1.0,79.4,100.0,90.0,95.0,12.0,0.0,31.0,23.0,0.19,73.0,25.0,2.6,2.1,0.9,4.5,75.0,0.9,64.0,6.0,10.0,19.3,0.68,19.3,4.2,9.2,11.9,52.0,75.0,9202.0,0.0,0.0,0.0,279.3,30.3
2.8,2.7,446.2,0.6,39.0,71.0,178.0,19.5,33.8,1258.0,-1.2,73.8,100.0,81.0,49.0,12.0,0.0,21.0,55.0,0.7,64.0,34.0,7.4,4.2,2.4,0.4,66.0,2.4,14.0,216.0,108.0,15.0,0.62,15.0,6.8,15.5,20.9,94.0,68.0,15490.0,0.0,0.0,0.0,1144.1,73.9
2.9,1.7,14.9,0.1,13.0,19.0,78.0,10.9,25.4,288.0,1.1,86.0,97.0,95.0,29.0,13.0,0.0,37.0,29.0,0.41,94.0,20.0,2.3,1.1,2.4,1.9,80.0,2.4,549.0,2.0,27.0,30.4,0.73,30.4,16.0,37.6,45.6,47.0,81.0,37627.0,0.0,0.0,0.0,1746.0,46.4
3.2,2.9,6.0,0.3,14.0,15.0,82.0,4.1,8.9,498.0,1.4,54.0,93.0,63.0,36.0,16.0,0.0,26.0,26.0,0.25,85.0,9.0,1.5,2.1,1.9,2.5,91.0,1.9,30.0,0.0,5.0,7.2,0.48,7.2,3.2,8.2,11.2,82.0,81.0,8177.0,0.0,0.0,0.0,378.0,46.2
3.4,1.7,5.6,0.3,32.0,48.0,209.0,15.5,27.7,866.0,-1.1,39.0,90.0,44.0,57.0,17.0,0.0,27.0,38.0,0.36,49.0,20.0,1.1,2.1,1.0,2.6,78.0,1.0,42.0,18.0,17.0,8.5,0.32,8.5,6.6,17.9,21.6,38.0,72.0,17872.0,0.0,0.0,0.0,153.6,8.6
2.8,1.7,42.4,0.2,36.0,20.0,631.0,5.4,10.8,471.0,-1.1,66.1,100.0,73.0,51.0,12.0,0.0,37.0,27.0,0.47,84.0,10.0,6.2,2.1,2.8,2.6,90.0,2.8,156.0,0.0,15.0,12.7,0.55,12.7,5.2,11.5,13.8,54.0,75.0,11479.0,0.0,0.0,0.0,1081.0,94.2
3.0,2.2,29.7,0.1,24.0,27.0,77.0,1.9,8.1,149.0,0.9,85.2,100.0,95.0,46.0,16.0,0.0,33.0,49.0,0.6,80.0,16.0,0.9,2.1,3.3,6.0,84.0,3.3,4.0,0.0,5.0,13.6,0.73,13.6,5.2,12.6,16.0,40.0,73.0,12608.0,0.0,0.0,0.0,476.1,37.8
2.1,1.7,23.4,0.1,8.0,30.0,399.0,6.1,24.0,313.0,4.2,84.7,96.0,102.0,45.0,14.0,0.0,36.0,38.0,0.44,77.0,3.0,4.0,1.3,2.9,1.8,96.0,2.9,2.0,0.0,11.0,34.8,0.81,34.8,10.6,19.4,23.5,46.0,76.0,19424.0,0.0,0.0,0.0,1228.4,63.2
2.4,3.4,13.9,1.2,8.0,9.0,23.0,0.7,4.9,90.0,-2.5,91.8,101.0,99.0,15.0,16.0,0.0,28.0,25.0,0.38,75.0,5.0,0.5,6.3,0.7,2.4,95.0,0.7,21.0,439.0,51.0,31.7,0.78,30.5,3.7,7.3,10.6,29.0,79.0,7282.0,0.0,0.0,0.0,350.7,48.2
2.7,2.3,4.0,0.1,8.0,19.0,33.0,8.0,52.9,114.0,1.5,70.9,98.0,79.0,20.0,15.0,0.0,12.0,40.0,0.35,71.0,11.0,6.8,2.1,3.4,2.5,89.0,3.4,101.0,65.0,183.0,21.4,0.6,21.9,34.1,75.6,97.2,36.0,70.0,75600.0,0.0,0.0,0.0,1823.1,24.1
2.8,2.8,5.6,1.2,13.0,52.0,11.0,4.2,19.7,447.0,2.1,65.5,102.0,84.0,51.0,17.0,0.0,28.0,36.0,0.14,56.0,34.0,11.3,1.0,2.6,3.9,66.0,2.6,275.0,48.0,30.0,6.5,0.65,6.5,4.2,9.4,12.8,16.0,78.0,9448.0,0.0,0.0,0.0,318.9,33.8
2.3,1.4,4.1,0.1,15.0,11.0,35.0,1.3,4.4,328.0,-0.6,70.4,99.0,79.0,47.0,14.0,0.0,28.0,16.0,0.19,35.0,37.0,-1.0,1.2,1.5,2.5,63.0,1.5,25.0,43.0,3.0,10.5,0.61,10.5,2.1,4.0,4.6,4.0,59.0,3986.0,0.0,0.0,0.0,104.5,26.2
2.6,2.9,4.3,0.1,11.0,9.0,32.0,4.8,15.0,376.0,1.3,77.6,101.0,87.0,68.0,19.0,0.0,24.0,23.0,0.31,78.0,8.0,0.7,1.3,2.6,3.0,92.0,2.6,1.0,1.0,11.0,11.7,0.66,11.7,5.9,12.8,17.7,18.0,66.0,12822.0,0.0,0.0,0.0,610.0,47.6
2.6,2.9,4.0,1.2,17.0,28.0,38.0,4.9,13.1,371.0,2.5,72.4,100.0,85.0,39.0,23.0,0.0,34.0,36.0,0.46,75.0,34.0,3.7,1.9,2.8,2.0,66.0,2.8,11.0,1.0,7.0,10.2,0.67,10.2,6.2,13.1,18.1,19.0,65.0,13124.0,0.0,0.0,0.0,567.4,43.2
2.1,2.3,20.9,0.1,22.0,23.0,49.0,1.1,3.0,202.0,-5.5,56.0,105.0,60.0,34.0,23.0,0.0,24.0,39.0,0.39,64.0,7.0,2.4,1.2,2.0,1.5,66.0,2.0,60.0,40.0,13.0,14.5,0.45,14.5,2.9,5.3,6.9,36.0,83.0,5336.0,0.0,0.0,0.0,359.7,67.4
3.2,3.2,4.6,0.1,15.0,16.0,40.0,3.1,10.5,228.0,-0.7,71.2,101.0,75.0,30.0,17.0,0.0,22.0,26.0,0.36,74.0,8.0,0.0,1.1,2.5,2.2,91.0,2.5,0.0,1.0,5.0,12.4,0.57,12.4,5.3,13.5,19.3,46.0,70.0,13499.0,0.0,0.0,0.0,536.1,39.7
